                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    mpki                             |      58.41 |      58.17 |      58.19 |      55.33 |      57.61 |      57.54 |      57.02 |      57.58 |      57.10 |      55.36 |      57.37 |      57.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3610475 |    3599315 |    3597629 |    3650207 |    3595863 |    3601123 |    3609179 |    3599787 |    3601924 |    3645895 |    3596837 |    3596820
    num cache misses                 |     498483 |     494635 |     501001 |     487974 |     495578 |     493297 |     492932 |     492654 |     494537 |     492546 |     502605 |     497363
    miss rate                        |     13.81% |     13.74% |     13.93% |     13.37% |     13.78% |     13.70% |     13.66% |     13.69% |     13.73% |     13.51% |     13.97% |     13.83%
    mpki                             |      74.93 |      74.60 |      75.59 |      72.52 |      74.81 |      74.36 |      74.13 |      74.29 |      74.53 |      73.29 |      75.85 |      75.06
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     887086 |     880369 |     886664 |     860303 |     877240 |     875042 |     872101 |     874509 |     873444 |     864579 |     882781 |     876165
    num cache misses                 |     670507 |     669334 |     677231 |     660186 |     672639 |     668878 |     668853 |     668614 |     670352 |     666796 |     679532 |     673660
    miss rate                        |     75.59% |     76.03% |     76.38% |     76.74% |     76.68% |     76.44% |     76.69% |     76.46% |     76.75% |     77.12% |     76.98% |     76.89%
    mpki                             |     100.79 |     100.94 |     102.18 |      98.11 |     101.54 |     100.82 |     100.58 |     100.82 |     101.02 |      99.22 |     102.55 |     101.67
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     670526 |     669353 |     677249 |     660222 |     672661 |     668897 |     668872 |     668635 |     670370 |     666832 |     679551 |     673678
    num cache misses                 |       4505 |       4507 |       4505 |       4574 |       4505 |       4501 |       4506 |       4505 |       4507 |       4496 |       4502 |       4501
    miss rate                        |      0.67% |      0.67% |      0.67% |      0.69% |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.66% |      0.67%
    mpki                             |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.67 |       0.68 |       0.68
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      55383 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      69.73 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      16.30 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2603 |       2633 |       2619 |       2600 |       2582 |       2567 |       2617 |       2591 |       2628 |       2631 |       2602 |       2588
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
