                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    miss rate                        |     42.27% |     43.47% |     33.01% |     35.23% |     41.81% |     39.49% |     43.15% |     42.18% |     44.09% |     42.89% |     43.61% |     42.50%
    mpki                             |      53.10 |      54.86 |      36.86 |      39.21 |      52.84 |      47.22 |      54.49 |      53.26 |      55.67 |      54.20 |      55.19 |      53.71
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39836 |      39505 |      40223 |      39856 |      39160 |      39846 |      39495 |      39460 |      39456 |      39139 |      39029 |      39180
    num cache misses                 |       8652 |       8924 |       7810 |       8089 |       8837 |       8477 |       8768 |       8858 |       8938 |       8993 |       8935 |       8927
    miss rate                        |     21.72% |     22.59% |     19.42% |     20.30% |     22.57% |     21.27% |     22.20% |     22.45% |     22.65% |     22.98% |     22.89% |     22.78%
    mpki                             |      71.69 |      75.11 |      56.42 |      58.79 |      74.92 |      66.86 |      73.83 |      74.65 |      75.31 |      76.27 |      76.03 |      75.64
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15091 |      15472 |      12947 |      13516 |      15100 |      14495 |      15268 |      15209 |      15577 |      15414 |      15451 |      15296
    num cache misses                 |      11758 |      12152 |      10321 |      10871 |      11956 |      11451 |      11737 |      11782 |      11958 |      12113 |      12041 |      11863
    miss rate                        |     77.91% |     78.54% |     79.72% |     80.43% |     79.18% |     79.00% |     76.87% |     77.47% |     76.77% |     78.58% |     77.93% |     77.56%
    mpki                             |      97.42 |     102.28 |      74.56 |      79.01 |     101.36 |      90.32 |      98.83 |      99.29 |     100.76 |     102.73 |     102.45 |     100.52
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11791 |      12184 |      10359 |      10905 |      11988 |      11485 |      11768 |      11814 |      11992 |      12145 |      12072 |      11895
    num cache misses                 |       2546 |       2499 |       2611 |       2552 |       2463 |       2546 |       2491 |       2481 |       2492 |       2467 |       2471 |       2467
    miss rate                        |     21.59% |     20.51% |     25.21% |     23.40% |     20.55% |     22.17% |     21.17% |     21.00% |     20.78% |     20.31% |     20.47% |     20.74%
    mpki                             |      21.10 |      21.03 |      18.86 |      18.55 |      20.88 |      20.08 |      20.97 |      20.91 |      21.00 |      20.92 |      21.03 |      20.90
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      30371 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      86.42 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      32.99 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     58.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1281 |       1278 |       1274 |       1266 |       1270 |       1277 |       1268 |       1270 |       1282 |       1272 |       1272 |       1268
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
