                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        111 |        111 |        127 |        125 |        123 |        111 |        116 |        111 |        129 |        111 |        111 |        111 |        111 |        111 |        111 |        111
    num misses                       |        108 |        108 |        121 |        119 |        117 |        108 |        111 |        108 |        123 |        108 |        108 |        108 |        108 |        108 |        108 |        108
    miss rate                        |     97.30% |     97.30% |     95.28% |     95.20% |     95.12% |     97.30% |     95.69% |     97.30% |     95.35% |     97.30% |     97.30% |     97.30% |     97.30% |     97.30% |     97.30% |     97.30%
    mpki                             |       0.96 |       0.95 |       1.00 |       0.98 |       0.97 |       0.94 |       0.94 |       0.95 |       1.01 |       0.95 |       0.95 |       0.92 |       0.95 |       0.95 |       0.94 |       0.96
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14368 |      14460 |      15269 |      15193 |      15142 |      14623 |      14915 |      14468 |      15330 |      14470 |      14399 |      14851 |      14395 |      14379 |      14562 |      14368
    num cache misses                 |       6342 |       6166 |       6107 |       5909 |       6198 |       6649 |       6649 |       6554 |       5535 |       6621 |       6407 |       6780 |       6509 |       6256 |       6637 |       6606
    miss rate                        |     44.14% |     42.64% |     40.00% |     38.89% |     40.93% |     45.47% |     44.58% |     45.30% |     36.11% |     45.76% |     44.50% |     45.65% |     45.22% |     43.51% |     45.58% |     45.98%
    mpki                             |      56.16 |      54.17 |      50.34 |      48.86 |      51.40 |      57.67 |      56.34 |      57.55 |      45.50 |      58.13 |      56.55 |      57.76 |      57.47 |      55.31 |      57.83 |      58.53
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      37266 |      37611 |      40100 |      39936 |      39766 |      38128 |      39171 |      37614 |      40216 |      37614 |      37389 |      38955 |      37383 |      37330 |      37932 |      37257
    num cache misses                 |       9386 |       9245 |       8974 |       8824 |       8971 |       9699 |       9538 |       9598 |       8368 |       9743 |       9486 |       9709 |       9649 |       9282 |       9744 |       9702
    miss rate                        |     25.19% |     24.58% |     22.38% |     22.10% |     22.56% |     25.44% |     24.35% |     25.52% |     20.81% |     25.90% |     25.37% |     24.92% |     25.81% |     24.86% |     25.69% |     26.04%
    mpki                             |      83.11 |      81.22 |      73.98 |      72.96 |      74.40 |      84.12 |      80.82 |      84.28 |      68.79 |      85.55 |      83.73 |      82.72 |      85.20 |      82.07 |      84.91 |      85.96
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15759 |      15442 |      15116 |      14768 |      15203 |      16379 |      16220 |      16184 |      13941 |      16396 |      15924 |      16522 |      16190 |      15569 |      16413 |      16339
    num cache misses                 |      14031 |      13830 |      12859 |      12689 |      13022 |      14473 |      14136 |      14525 |      11873 |      14603 |      14309 |      14638 |      14512 |      13833 |      14698 |      14617
    miss rate                        |     89.03% |     89.56% |     85.07% |     85.92% |     85.65% |     88.36% |     87.15% |     89.75% |     85.17% |     89.06% |     89.86% |     88.60% |     89.64% |     88.85% |     89.55% |     89.46%
    mpki                             |     124.24 |     121.50 |     106.01 |     104.92 |     108.00 |     125.53 |     119.78 |     127.55 |      97.60 |     128.22 |     126.30 |     124.71 |     128.14 |     122.31 |     128.07 |     129.50
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14063 |      13862 |      12895 |      12725 |      13057 |      14504 |      14169 |      14557 |      11913 |      14635 |      14341 |      14671 |      14544 |      13865 |      14730 |      14649
    num cache misses                 |       2518 |       2540 |       2691 |       2662 |       2649 |       2555 |       2577 |       2538 |       2716 |       2546 |       2527 |       2576 |       2543 |       2513 |       2556 |       2537
    miss rate                        |     17.91% |     18.32% |     20.87% |     20.92% |     20.29% |     17.62% |     18.19% |     17.43% |     22.80% |     17.40% |     17.62% |     17.56% |     17.48% |     18.12% |     17.35% |     17.32%
    mpki                             |      22.30 |      22.31 |      22.18 |      22.01 |      21.97 |      22.16 |      21.84 |      22.29 |      22.33 |      22.35 |      22.31 |      21.95 |      22.45 |      22.22 |      22.27 |      22.48
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      41840 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     101.44 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      48.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     75.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1328 |       1354 |       1352 |       1348 |       1358 |       1358 |       1353 |       1345 |       1343 |       1356 |       1332 |       1359 |       1348 |       1321 |       1364 |       1344
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
