                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    num accesses                     |       5975 |       6049 |       6048 |       5982 |       6288 |       6076 |       6369 |       6374 |       6041 |       6022 |       6134 |       6383 |       6407 |       6042 |       6063
    num misses                       |        316 |        316 |        316 |        316 |        318 |        316 |        321 |        321 |        316 |        316 |        316 |        321 |        333 |        316 |        316
    miss rate                        |      5.29% |      5.22% |      5.22% |      5.28% |      5.06% |      5.20% |      5.04% |      5.04% |      5.23% |      5.25% |      5.15% |      5.03% |      5.20% |      5.23% |      5.21%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2861464 |    2863979 |    2863959 |    2861767 |    2872662 |    2865152 |    2875341 |    2875508 |    2863704 |    2863085 |    2867183 |    2875826 |    2876325 |    2863720 |    2864554
    num cache misses                 |    1771922 |    1754518 |    1744164 |    1757177 |    1725781 |    1733250 |    1722035 |    1719596 |    1738289 |    1740017 |    1741246 |    1720060 |    1723555 |    1734189 |    1736767
    miss rate                        |     61.92% |     61.26% |     60.90% |     61.40% |     60.08% |     60.49% |     59.89% |     59.80% |     60.70% |     60.77% |     60.73% |     59.81% |     59.92% |     60.56% |     60.63%
    mpki                             |      62.02 |      61.35 |      60.98 |      61.50 |      60.10 |      60.57 |      59.90 |      59.81 |      60.79 |      60.86 |      60.79 |      59.82 |      59.93 |      60.64 |      60.71
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15678552 |   15695487 |   15695348 |   15680598 |   15753918 |   15703381 |   15771950 |   15773080 |   15693634 |   15689457 |   15717049 |   15775211 |   15778126 |   15693748 |   15699356
    num cache misses                 |    3980985 |    3972003 |    3969712 |    3996935 |    3953450 |    3970958 |    3964065 |    3960250 |    3981541 |    4000997 |    3981025 |    3978395 |    3972974 |    4005113 |    3984602
    miss rate                        |     25.39% |     25.31% |     25.29% |     25.49% |     25.10% |     25.29% |     25.13% |     25.11% |     25.37% |     25.50% |     25.33% |     25.22% |     25.18% |     25.52% |     25.38%
    mpki                             |     139.35 |     138.88 |     138.80 |     139.89 |     137.69 |     138.77 |     137.89 |     137.75 |     139.23 |     139.95 |     138.99 |     138.36 |     138.14 |     140.05 |     139.28
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5753694 |    5727347 |    5714706 |    5754923 |    5680078 |    5705021 |    5686957 |    5680714 |    5720638 |    5741836 |    5723106 |    5699302 |    5697370 |    5740120 |    5722221
    num cache misses                 |    5169302 |    5161691 |    5157587 |    5199381 |    5132831 |    5154824 |    5132975 |    5127995 |    5181121 |    5197636 |    5167689 |    5132100 |    5126405 |    5204327 |    5176528
    miss rate                        |     89.84% |     90.12% |     90.25% |     90.35% |     90.37% |     90.36% |     90.26% |     90.27% |     90.57% |     90.52% |     90.30% |     90.05% |     89.98% |     90.67% |     90.46%
    mpki                             |     180.95 |     180.47 |     180.33 |     181.97 |     178.76 |     180.14 |     178.55 |     178.36 |     181.18 |     181.80 |     180.42 |     178.48 |     178.25 |     181.99 |     180.95
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5170109 |    5162538 |    5158433 |    5200206 |    5133697 |    5155656 |    5133851 |    5128879 |    5181943 |    5198475 |    5168542 |    5132969 |    5127265 |    5205162 |    5177398
    num cache misses                 |      35911 |      35997 |      35985 |      35974 |      36033 |      35976 |      36204 |      36265 |      35961 |      35953 |      35989 |      36237 |      36360 |      35969 |      35981
    miss rate                        |      0.69% |      0.70% |      0.70% |      0.69% |      0.70% |      0.70% |      0.71% |      0.71% |      0.69% |      0.69% |      0.70% |      0.71% |      0.71% |      0.69% |      0.69%
    mpki                             |       1.26 |       1.26 |       1.26 |       1.26 |       1.25 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     688964 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.18 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.75 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34268 |      34293 |      34329 |      34309 |      34362 |      34296 |      34536 |      34599 |      34284 |      34325 |      34305 |      34534 |      34553 |      34298 |      34282
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
