                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15778122 |   15015785 |   14888376 |   14848432 |   14712246 |   14803432 |   14641869 |   14691485 |   14640109 |   14643839 |   14675920
    num misses                       |       6344 |       4390 |       4388 |       4388 |       4388 |       4388 |       4388 |       4388 |       4388 |       4388 |       4388
    miss rate                        |      0.04% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.22 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       4451 |       4449 |       4449 |       4449 |       4449 |       4449 |       4449 |       4449 |       4449 |       4449
    num misses                       |        333 |        308 |        308 |        308 |        308 |        308 |        308 |        308 |        308 |        308 |        308
    miss rate                        |      5.20% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92% |      6.92%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2761658 |    2741682 |    2735576 |    2714349 |    2728402 |    2703576 |    2711677 |    2703205 |    2704001 |    2708569
    num cache misses                 |    1420049 |    1558136 |    1584487 |    1574023 |    1611308 |    1567902 |    1617089 |    1597721 |    1593890 |    1602641 |    1589116
    miss rate                        |     49.37% |     56.42% |     57.79% |     57.54% |     59.36% |     57.47% |     59.81% |     58.92% |     58.96% |     59.27% |     58.67%
    mpki                             |      49.38 |      56.90 |      58.30 |      58.06 |      59.92 |      57.98 |      60.39 |      59.49 |      59.53 |      59.85 |      59.22
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778122 |   15015785 |   14888376 |   14848432 |   14712246 |   14803432 |   14641869 |   14691485 |   14640109 |   14643839 |   14675920
    num cache misses                 |    5368164 |    5536038 |    5564869 |    5572360 |    5685325 |    5535670 |    5712206 |    5653225 |    5681320 |    5699615 |    5651207
    miss rate                        |     34.02% |     36.87% |     37.38% |     37.53% |     38.64% |     37.39% |     39.01% |     38.48% |     38.81% |     38.92% |     38.51%
    mpki                             |     186.65 |     202.16 |     204.76 |     205.53 |     211.42 |     204.72 |     213.33 |     210.51 |     212.20 |     212.84 |     210.61
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6789491 |    7094946 |    7150071 |    7146994 |    7297331 |    7104259 |    7329970 |    7251655 |    7275899 |    7302936 |    7241006
    num cache misses                 |    2478263 |    2629579 |    2672629 |    2686437 |    2720527 |    2697850 |    2737461 |    2729963 |    2744392 |    2746571 |    2748584
    miss rate                        |     36.50% |     37.06% |     37.38% |     37.59% |     37.28% |     37.98% |     37.35% |     37.65% |     37.72% |     37.61% |     37.96%
    mpki                             |      86.17 |      96.03 |      98.34 |      99.08 |     101.17 |      99.77 |     102.23 |     101.65 |     102.50 |     102.56 |     102.43
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2479572 |    2630362 |    2673353 |    2687064 |    2721240 |    2698558 |    2738154 |    2730692 |    2745098 |    2747272 |    2749283
    num cache misses                 |      31848 |      34719 |      34729 |      34636 |      34723 |      33571 |      34752 |      34716 |      34788 |      34729 |      34753
    miss rate                        |      1.28% |      1.32% |      1.30% |      1.29% |      1.28% |      1.24% |      1.27% |      1.27% |      1.27% |      1.26% |      1.26%
    mpki                             |       1.11 |       1.27 |       1.28 |       1.28 |       1.29 |       1.24 |       1.30 |       1.29 |       1.30 |       1.30 |       1.30
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     479612 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      59.57 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       6.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      7.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      27010 |      30108 |      30324 |      30220 |      30499 |      29257 |      30459 |      30473 |      30479 |      30496 |      30436
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
