                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    miss rate                        |     41.86% |     42.36% |     42.11% |     42.04% |     42.10% |     42.57% |     42.01% |     42.52% |     42.36% |     41.56% |     41.70% |     41.41% |     42.31%
    mpki                             |     229.92 |     232.76 |     231.36 |     230.99 |     231.30 |     233.91 |     230.79 |     233.65 |     232.76 |     228.22 |     229.00 |     227.20 |     232.47
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8167999 |    8207932 |    8173346 |    8150932 |    8169003 |    8224674 |    8157507 |    8211627 |    8185827 |    8094232 |    8103538 |    8113846 |    8163884
    num cache misses                 |    4043178 |    4065439 |    4054869 |    4052761 |    4058238 |    4083908 |    4061204 |    4085542 |    4069729 |    4018594 |    4025665 |    3972957 |    4070025
    miss rate                        |     49.50% |     49.53% |     49.61% |     49.72% |     49.68% |     49.65% |     49.78% |     49.75% |     49.72% |     49.65% |     49.68% |     48.97% |     49.85%
    mpki                             |     143.94 |     145.65 |     144.86 |     144.81 |     144.88 |     146.44 |     144.96 |     146.44 |     145.85 |     142.19 |     142.88 |     138.14 |     145.91
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4043915 |    4066196 |    4055651 |    4053547 |    4059015 |    4084690 |    4062002 |    4086337 |    4070538 |    4019463 |    4026507 |    3973934 |    4070821
    num cache misses                 |      35131 |      35146 |      35177 |      35131 |      35159 |      35124 |      35148 |      35101 |      35117 |      35322 |      35206 |      32135 |      35087
    miss rate                        |      0.87% |      0.86% |      0.87% |      0.87% |      0.87% |      0.86% |      0.87% |      0.86% |      0.86% |      0.88% |      0.87% |      0.81% |      0.86%
    mpki                             |       1.25 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.25 |       1.26 |       1.26 |       1.25 |       1.25 |       1.12 |       1.26
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     576909 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.98 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.55 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      32811 |      32836 |      32894 |      32880 |      32793 |      32920 |      32815 |      32833 |      32877 |      32949 |      32898 |      29389 |      32792
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
