                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num accesses                     |      40253 |      40243 |      39896 |      40184 |      39774 |      39695 |      39693 |      39790 |      39772 |      39741 |      39491 |      39562
    num misses                       |        118 |        118 |        117 |        118 |        117 |        116 |        116 |        117 |        117 |        117 |        116 |        116
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.97 |       0.97 |       0.97 |       0.97 |       0.96 |       0.96 |       0.97 |       0.97 |       0.97 |       0.98 |       0.97
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        170 |        170 |        166 |        169 |        164 |        161 |        161 |        164 |        164 |        164 |        161 |        161
    num misses                       |        121 |        121 |        117 |        120 |        115 |        114 |        114 |        115 |        115 |        115 |        114 |        114
    miss rate                        |     71.18% |     71.18% |     70.48% |     71.01% |     70.12% |     70.81% |     70.81% |     70.12% |     70.12% |     70.12% |     70.81% |     70.81%
    mpki                             |       0.99 |       0.99 |       0.97 |       0.99 |       0.95 |       0.95 |       0.95 |       0.95 |       0.95 |       0.95 |       0.96 |       0.96
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15329 |      15330 |      15182 |      15306 |      15148 |      15121 |      15110 |      15148 |      15142 |      15132 |      14995 |      15025
    num cache misses                 |       5844 |       5750 |       6027 |       5535 |       6281 |       6077 |       6121 |       6077 |       6206 |       6166 |       5803 |       6037
    miss rate                        |     38.12% |     37.51% |     39.70% |     36.16% |     41.46% |     40.19% |     40.51% |     40.12% |     40.99% |     40.75% |     38.70% |     40.18%
    mpki                             |      48.06 |      47.24 |      49.88 |      45.56 |      52.05 |      50.46 |      50.86 |      50.39 |      51.47 |      51.17 |      48.86 |      50.65
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40253 |      40243 |      39896 |      40184 |      39774 |      39695 |      39693 |      39790 |      39772 |      39741 |      39491 |      39562
    num cache misses                 |       8294 |       8064 |       8356 |       7986 |       8621 |       8544 |       8457 |       8554 |       8609 |       8498 |       8232 |       8351
    miss rate                        |     20.60% |     20.04% |     20.94% |     19.87% |     21.67% |     21.52% |     21.31% |     21.50% |     21.65% |     21.38% |     20.85% |     21.11%
    mpki                             |      68.20 |      66.26 |      69.15 |      65.73 |      71.43 |      70.94 |      70.27 |      70.93 |      71.40 |      70.52 |      69.31 |      70.06
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14174 |      13850 |      14419 |      13557 |      14936 |      14653 |      14611 |      14666 |      14848 |      14696 |      14067 |      14420
    num cache misses                 |      11661 |      11409 |      11880 |      11330 |      12075 |      12090 |      11729 |      12082 |      12098 |      11834 |      11423 |      11515
    miss rate                        |     82.27% |     82.38% |     82.39% |     83.57% |     80.84% |     82.51% |     80.28% |     82.38% |     81.48% |     80.53% |     81.20% |     79.85%
    mpki                             |      95.89 |      93.74 |      98.32 |      93.26 |     100.05 |     100.38 |      97.45 |     100.18 |     100.34 |      98.20 |      96.18 |      96.61
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11698 |      11446 |      11916 |      11368 |      12109 |      12123 |      11762 |      12117 |      12132 |      11867 |      11456 |      11548
    num cache misses                 |       2632 |       2638 |       2585 |       2620 |       2556 |       2519 |       2524 |       2550 |       2559 |       2531 |       2492 |       2507
    miss rate                        |     22.50% |     23.05% |     21.69% |     23.05% |     21.11% |     20.78% |     21.46% |     21.04% |     21.09% |     21.33% |     21.75% |     21.71%
    mpki                             |      21.64 |      21.67 |      21.39 |      21.57 |      21.18 |      20.92 |      20.97 |      21.14 |      21.22 |      21.00 |      20.98 |      21.03
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31050 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      93.55 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      40.12 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     70.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1287 |       1299 |       1299 |       1292 |       1292 |       1277 |       1285 |       1290 |       1307 |       1282 |       1273 |       1281
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
