                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10    
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |         127 |         127 |         127 |         127 |         127 |         132 |         127 |         127 |         127 |         127 |         127
    num misses                       |         116 |         116 |         116 |         116 |         116 |         121 |         116 |         116 |         116 |         116 |         116
    miss rate                        |      91.34% |      91.34% |      91.34% |      91.34% |      91.34% |      91.67% |      91.34% |      91.34% |      91.34% |      91.34% |      91.34%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |       15171 |       15171 |       15171 |       15171 |       15171 |       15340 |       15171 |       15171 |       15171 |       15171 |       15171
    num cache misses                 |        5278 |        5877 |        6165 |        5950 |        5515 |        5888 |        6060 |        5971 |        6036 |        5710 |        5871
    miss rate                        |      34.79% |      38.74% |      40.64% |      39.22% |      36.35% |      38.38% |      39.94% |      39.36% |      39.79% |      37.64% |      38.70%
    mpki                             |        0.08 |        0.08 |        0.09 |        0.08 |        0.08 |        0.08 |        0.09 |        0.09 |        0.09 |        0.08 |        0.08
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    60028379 |    60026632 |    60025930 |    60012868 |    60035670 |    60040234 |    60030226 |    60025256 |    60018872 |    60022728 |    60027805
    num cache misses                 |    36025654 |    36029648 |    36029030 |    36024676 |    36029783 |    36029753 |    36031829 |    36031315 |    36026433 |    36031842 |    36031467
    miss rate                        |      60.01% |      60.02% |      60.02% |      60.03% |      60.01% |      60.01% |      60.02% |      60.03% |      60.03% |      60.03% |      60.02%
    mpki                             |      513.86 |      513.94 |      513.93 |      513.98 |      513.86 |      513.82 |      513.94 |      513.97 |      513.96 |      514.00 |      513.95
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    36030967 |    36035559 |    36035228 |    36030660 |    36035332 |    36035677 |    36037923 |    36037321 |    36032503 |    36037587 |    36037374
    num cache misses                 |    36028360 |    36032605 |    36031927 |    36027560 |    36032586 |    36032478 |    36034722 |    36034214 |    36029259 |    36034707 |    36034230
    miss rate                        |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99%
    mpki                             |      513.90 |      513.98 |      513.97 |      514.02 |      513.90 |      513.86 |      513.98 |      514.01 |      514.00 |      514.04 |      513.99
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    36028395 |    36032640 |    36031961 |    36027595 |    36032621 |    36032515 |    36034757 |    36034249 |    36029294 |    36034743 |    36034268
    num cache misses                 |        2489 |        2500 |        2499 |        2494 |        2487 |        2577 |        2498 |        2493 |        2495 |        2494 |        2497
    miss rate                        |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       27940 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       84.59 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       31.16 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        1201 |        1200 |        1210 |        1210 |        1202 |        1214 |        1213 |        1213 |        1207 |        1205 |        1208
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
