                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5745 |       6167 |       6277 |       5373 |       6332 |       5685 |       6246 |       5809 |       6370 |       5816 |       6403
    miss rate                        |     37.89% |     40.67% |     41.39% |     35.04% |     41.76% |     37.49% |     41.19% |     38.31% |     42.01% |     38.35% |     42.23%
    mpki                             |       0.10 |       0.10 |       0.10 |       0.09 |       0.11 |       0.09 |       0.10 |       0.10 |       0.11 |       0.10 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      39846 |      39846 |      40223 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       7213 |       7485 |       7570 |       6939 |       7562 |       7173 |       7517 |       7254 |       7579 |       7197 |       7580
    miss rate                        |     18.10% |     18.78% |     19.00% |     17.25% |     18.98% |     18.00% |     18.87% |     18.21% |     19.02% |     18.06% |     19.02%
    mpki                             |       0.12 |       0.12 |       0.13 |       0.12 |       0.13 |       0.12 |       0.13 |       0.12 |       0.13 |       0.12 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12997 |      13691 |      13884 |      12353 |      13932 |      12894 |      13801 |      13101 |      13987 |      13049 |      14020
    num cache misses                 |      10736 |      10894 |      10816 |      10072 |      10903 |      10269 |      10628 |      10776 |      10995 |      10488 |      10938
    miss rate                        |     82.60% |     79.57% |     77.90% |     81.53% |     78.26% |     79.64% |     77.01% |     82.25% |     78.61% |     80.37% |     78.02%
    mpki                             |       0.18 |       0.18 |       0.18 |       0.17 |       0.18 |       0.17 |       0.18 |       0.18 |       0.18 |       0.17 |       0.18
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      10776 |      10934 |      10854 |      10116 |      10942 |      10308 |      10668 |      10815 |      11034 |      10526 |      10977
    num cache misses                 |       2594 |       2594 |       2607 |       2658 |       2595 |       2572 |       2600 |       2596 |       2598 |       2599 |       2602
    miss rate                        |     24.07% |     23.72% |     24.02% |     26.28% |     23.72% |     24.95% |     24.37% |     24.00% |     23.55% |     24.69% |     23.70%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      29255 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      83.76 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      30.33 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1303 |       1302 |       1324 |       1306 |       1310 |       1282 |       1313 |       1307 |       1315 |       1308 |       1319
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
