                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    num cache misses                 |     404865 |     402798 |     396445 |     399919 |     402174 |     398320 |     392693 |     380419 |     383932 |     397268 |     397034 |     395488 |     393997
    miss rate                        |     59.99% |     59.82% |     58.60% |     59.51% |     59.80% |     59.21% |     58.09% |     55.89% |     56.53% |     59.08% |     59.01% |     58.75% |     58.66%
    mpki                             |      60.83 |      60.70 |      59.38 |      60.43 |      60.71 |      60.10 |      58.87 |      56.54 |      57.21 |      59.98 |      59.90 |      59.63 |      59.57
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3612182 |    3601930 |    3622967 |    3592459 |    3596211 |    3597636 |    3619901 |    3650221 |    3641029 |    3595153 |    3598196 |    3600295 |    3590578
    num cache misses                 |     672755 |     672556 |     670133 |     672436 |     676831 |     674383 |     666799 |     662173 |     664022 |     675042 |     674395 |     670676 |     672326
    miss rate                        |     18.62% |     18.67% |     18.50% |     18.72% |     18.82% |     18.75% |     18.42% |     18.14% |     18.24% |     18.78% |     18.74% |     18.63% |     18.72%
    mpki                             |     101.08 |     101.35 |     100.37 |     101.61 |     102.17 |     101.75 |      99.96 |      98.41 |      98.95 |     101.93 |     101.74 |     101.12 |     101.65
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1077637 |    1075372 |    1066599 |    1072374 |    1079021 |    1072721 |    1059513 |    1042616 |    1047976 |    1072328 |    1071446 |    1066183 |    1066340
    num cache misses                 |     907895 |     909370 |     906922 |     910543 |     914596 |     912061 |     903462 |     892640 |     897050 |     912798 |     913047 |     910105 |     912598
    miss rate                        |     84.25% |     84.56% |     85.03% |     84.91% |     84.76% |     85.02% |     85.27% |     85.62% |     85.60% |     85.12% |     85.22% |     85.36% |     85.58%
    mpki                             |     136.41 |     137.04 |     135.84 |     137.59 |     138.06 |     137.62 |     135.44 |     132.66 |     133.67 |     137.83 |     137.74 |     137.21 |     137.98
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     907915 |     909389 |     906951 |     910562 |     914616 |     912079 |     903484 |     892679 |     897081 |     912817 |     913066 |     910126 |     912616
    num cache misses                 |       4512 |       4510 |       4522 |       4517 |       4513 |       4513 |       4515 |       4584 |       4518 |       4514 |       4515 |       4510 |       4518
    miss rate                        |      0.50% |      0.50% |      0.50% |      0.50% |      0.49% |      0.49% |      0.50% |      0.51% |      0.50% |      0.49% |      0.49% |      0.50% |      0.50%
    mpki                             |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.68 |       0.67 |       0.68 |       0.68 |       0.68 |       0.68
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      60201 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      70.80 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      17.37 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2581 |       2605 |       2630 |       2604 |       2619 |       2599 |       2611 |       2633 |       2614 |       2595 |       2583 |       2599 |       2600
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
