                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    num cache misses                 |      31335 |      31103 |      30990 |      27296 |      30819 |      30894 |      30897 |      30889 |      30881
    miss rate                        |      4.77% |      4.75% |      4.67% |      4.07% |      4.52% |      4.48% |      4.43% |      4.40% |      4.39%
    mpki                             |       1.09 |       1.08 |       1.08 |       0.95 |       1.08 |       1.09 |       1.09 |       1.09 |       1.09
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     358678 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.61 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.18 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |      27078 |      26965 |      27026 |      23346 |      26964 |      26885 |      26997 |      26955 |      26827
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
