                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    num cache misses                 |      11309 |      12858 |      13311 |      13213 |      13168 |      12721 |      12279 |      12731 |      13032 |      12931 |      13275 |      12871 |      12725
    miss rate                        |     85.29% |     87.44% |     87.14% |     87.11% |     86.03% |     87.13% |     85.87% |     85.02% |     85.51% |     86.31% |     87.36% |     87.34% |     86.86%
    mpki                             |      92.96 |     114.85 |     116.09 |     116.63 |     114.82 |     113.85 |     101.89 |     108.44 |     111.89 |     111.64 |     117.26 |     115.28 |     113.01
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11347 |      12890 |      13342 |      13245 |      13200 |      12753 |      12311 |      12764 |      13064 |      12963 |      13307 |      12901 |      12757
    num cache misses                 |       2625 |       2448 |       2455 |       2440 |       2465 |       2438 |       2548 |       2485 |       2474 |       2465 |       2435 |       2424 |       2434
    miss rate                        |     23.13% |     18.99% |     18.40% |     18.42% |     18.67% |     19.12% |     20.70% |     19.47% |     18.94% |     19.02% |     18.30% |     18.79% |     19.08%
    mpki                             |      21.58 |      21.87 |      21.41 |      21.54 |      21.49 |      21.82 |      21.14 |      21.17 |      21.24 |      21.28 |      21.51 |      21.71 |      21.62
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      32530 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      96.73 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      43.30 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     70.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1289 |       1290 |       1290 |       1271 |       1296 |       1285 |       1299 |       1293 |       1300 |       1289 |       1281 |       1267 |       1279
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
